emp_no,first_name,last_name,title,to_date,from_date,salary
74406,Jaber,Tzvieli,Senior Engineer,9999-01-01,1993-11-05,40514
78794,Fun,Rajaraman,Senior Staff,9999-01-01,1993-11-05,61536
471336,Florian,Diderrich,Senior Staff,9999-01-01,1993-11-05,43437
480828,Bernt,Dayang,Senior Staff,9999-01-01,1993-11-05,50992
489889,Slavian,Pillow,Senior Engineer,9999-01-01,1993-11-05,52387
221286,Marl,Matzen,Senior Engineer,9999-01-01,1993-11-05,40000
46858,Lubomir,Gente,Senior Staff,9999-01-01,1993-11-05,83213
444829,Shuji,Redmiles,Senior Staff,9999-01-01,1993-11-05,76088
439168,Fatemeh,Penn,Senior Staff,9999-01-01,1993-11-04,69822
286562,Reuven,Azevdeo,Senior Staff,9999-01-01,1993-11-04,40773
283382,Guozhong,Kleiser,Senior Engineer,9999-01-01,1993-11-04,56195
490017,Randi,Percebois,Senior Engineer,9999-01-01,1993-11-04,40000
94918,Domenico,Pews,Staff,9999-01-01,1993-11-04,40000
65240,Sakthirel,Kabayashi,Engineer,1999-11-04,1993-11-04,40000
65894,Yakkov,Haraldson,Senior Staff,9999-01-01,1993-11-04,99265
459806,Serap,Garrabrants,Staff,2000-11-04,1993-11-04,55581
422949,Vishv,Stentiford,Staff,2000-11-03,1993-11-03,40000
268941,Danny,Edelhoff,Senior Engineer,9999-01-01,1993-11-03,40000
495052,Mihalis,Matheson,Senior Engineer,9999-01-01,1993-11-03,43351
25717,Froduald,Speek,Staff,1998-11-03,1993-11-03,66977
265962,Nahid,Pepe,Senior Engineer,9999-01-01,1993-11-03,40000
34550,Szabolcs,Borstler,Senior Staff,9999-01-01,1993-11-03,100936
251404,Ipke,Schapire,Senior Staff,9999-01-01,1993-11-03,89837
458664,Oldrich,Syang,Senior Staff,9999-01-01,1993-11-03,52281
23764,Hsiangchu,Cyne,Senior Staff,9999-01-01,1993-11-03,47732
421832,Leszek,Brizzi,Engineer,9999-01-01,1993-11-03,40000
11751,Jiafu,Emiris,Senior Staff,9999-01-01,1993-11-03,40000
275828,Yifei,Terlouw,Senior Engineer,9999-01-01,1993-11-03,55439
436705,Margareta,Spataro,Senior Staff,9999-01-01,1993-11-03,73901
222510,Honglan,Speckmann,Senior Engineer,9999-01-01,1993-11-02,48136
411971,Sugwoo,Magalhaes,Staff,2000-11-02,1993-11-02,40000
287680,Youssef,Rande,Staff,2000-11-02,1993-11-02,56038
404813,Takushi,Yurek,Senior Engineer,9999-01-01,1993-11-02,65535
437234,Gil,Sgarro,Senior Staff,9999-01-01,1993-11-02,74403
101477,Kenroku,Piazza,Senior Staff,9999-01-01,1993-11-02,40000
497702,Martine,Ghelli,Senior Engineer,9999-01-01,1993-11-02,40000
480350,Zijian,Kalloufi,Staff,1998-11-02,1993-11-02,72913
42850,Demos,Kornyak,Senior Engineer,9999-01-01,1993-11-02,48482
50041,Tze,Denny,Senior Engineer,9999-01-01,1993-11-02,41012
264507,Barna,Brender,Engineer,2001-11-02,1993-11-02,64972
296953,Sibyl,Dahlbom,Senior Engineer,9999-01-01,1993-11-02,44304
235088,Gilbert,Mersereau,Senior Staff,9999-01-01,1993-11-02,73803
468524,Geraldo,Bellone,Senior Staff,9999-01-01,1993-11-02,70664
462742,Jayson,Kruskal,Senior Staff,9999-01-01,1993-11-02,78797
469290,Mostafa,Varker,Senior Engineer,9999-01-01,1993-11-01,54210
263804,Takanari,Ellozy,Senior Engineer,9999-01-01,1993-11-01,40000
103892,Ohad,Bouloucos,Senior Engineer,9999-01-01,1993-11-01,45599
497212,Yakichi,Lambe,Staff,1998-11-01,1993-11-01,61696
258292,Bodo,Leivant,Staff,1998-11-01,1993-11-01,49669
35470,Satoru,Ranai,Senior Engineer,9999-01-01,1993-11-01,64604
35489,Jeanne,Godskesen,Staff,1998-11-01,1993-11-01,42090
454774,Niranjan,Bugrara,Senior Engineer,9999-01-01,1993-11-01,62352
486067,Dhritiman,Lichtner,Senior Staff,9999-01-01,1993-11-01,50008
402920,Peternela,Bernardinello,Senior Staff,9999-01-01,1993-11-01,46700
90029,Boaz,Melton,Senior Engineer,9999-01-01,1993-11-01,66490
257705,Takushi,Jumpertz,Staff,2001-10-30,1993-10-31,64269
93813,Giordano,Janetzko,Senior Staff,9999-01-01,1993-10-31,66154
407553,Berthier,Hmelo,Senior Engineer,9999-01-01,1993-10-31,40000
483717,Jianhao,Paciorek,Senior Staff,9999-01-01,1993-10-31,55977
266936,Vidya,Rusterholz,Senior Engineer,9999-01-01,1993-10-31,52685
411081,Zeydy,Selvestrel,Technique Leader,9999-01-01,1993-10-31,58546
65217,Magdalena,Leijenhorst,Senior Engineer,9999-01-01,1993-10-31,41061
458904,Yuichiro,Ariola,Senior Staff,9999-01-01,1993-10-31,73630
460355,Jeanna,Aloisi,Senior Staff,9999-01-01,1993-10-31,75553
207279,Hugo,Zultner,Staff,1999-10-31,1993-10-31,40000
220359,Charmane,Peltason,Senior Staff,9999-01-01,1993-10-30,90400
53012,Yongdong,Muchinsky,Senior Staff,9999-01-01,1993-10-30,74553
455123,Satoru,Lamparter,Senior Engineer,9999-01-01,1993-10-30,43395
436094,Mads,McDermid,Senior Engineer,9999-01-01,1993-10-30,67686
242903,Dung,Genther,Senior Staff,9999-01-01,1993-10-30,48888
40217,Padma,Shokrollahi,Senior Staff,9999-01-01,1993-10-30,73014
54815,Subhankar,Irland,Senior Staff,9999-01-01,1993-10-30,40000
13291,Georg,Stamatiou,Senior Engineer,9999-01-01,1993-10-30,54720
490750,Huican,Foong,Senior Staff,9999-01-01,1993-10-30,40000
288801,Otmar,Birge,Senior Staff,9999-01-01,1993-10-30,91680
459173,Lein,Basawa,Senior Staff,9999-01-01,1993-10-30,66700
232748,Zorica,Ernst,Senior Engineer,9999-01-01,1993-10-29,40000
58132,Zdislav,Kawashimo,Staff,1998-10-28,1993-10-29,90688
84202,Atreye,Serre,Senior Engineer,9999-01-01,1993-10-29,40800
479452,Arunachalam,Penn,Senior Staff,9999-01-01,1993-10-29,40000
201293,Danae,Yetim,Senior Staff,9999-01-01,1993-10-29,40000
234234,Edwin,Minakawa,Senior Engineer,9999-01-01,1993-10-29,40000
68909,Jayson,Rajcani,Senior Engineer,9999-01-01,1993-10-29,40000
90912,Kazunori,Feldmann,Engineer,2000-10-29,1993-10-29,45030
402661,Suvo,Bashian,Senior Staff,9999-01-01,1993-10-29,46164
477566,Anwar,Gelosh,Staff,9999-01-01,1993-10-28,74503
88145,Sanjit,Ernst,Senior Engineer,9999-01-01,1993-10-28,40641
105489,Jasminko,Sadowski,Senior Staff,9999-01-01,1993-10-28,78258
106633,Jinxi,Kugler,Senior Engineer,9999-01-01,1993-10-28,40000
422304,Manton,Warwick,Engineer,2001-10-28,1993-10-28,50344
200904,Ziva,Cincotta,Staff,9999-01-01,1993-10-28,50529
89480,Palash,Angelov,Senior Staff,9999-01-01,1993-10-28,71409
27024,Zijian,Bennis,Senior Staff,9999-01-01,1993-10-28,70255
208227,Bodo,Merro,Staff,2001-10-28,1993-10-28,40000
91387,Shakhar,Jumpertz,Senior Engineer,9999-01-01,1993-10-28,40197
13250,Zeydy,Schusler,Engineer,1998-10-27,1993-10-28,47829
80834,Sham,Reinhart,Senior Engineer,9999-01-01,1993-10-28,63749
66217,Dmitry,Karner,Senior Staff,9999-01-01,1993-10-28,75004
425759,Tiina,Molberg,Staff,1999-10-28,1993-10-28,50539
58280,Manohar,Peris,Senior Engineer,9999-01-01,1993-10-28,78088
74883,Yonghoan,Hofman,Engineer,9999-01-01,1993-10-28,40337
79100,Kiyotoshi,Schlegelmilch,Senior Staff,9999-01-01,1993-10-28,71551
448154,Nahid,Ramsay,Senior Engineer,9999-01-01,1993-10-28,40000
238360,Demin,Basawa,Senior Staff,9999-01-01,1993-10-27,104716
42233,Holgard,McConalogue,Engineer,2001-10-27,1993-10-27,54841
259052,Mads,Comellas,Senior Staff,9999-01-01,1993-10-27,40000
480034,Tokuyasu,Casley,Senior Engineer,9999-01-01,1993-10-27,48553
462062,Francoise,Einsfeld,Senior Staff,9999-01-01,1993-10-27,105681
77186,Irene,Crooks,Senior Staff,9999-01-01,1993-10-27,69031
38432,Sreekrishna,Harllee,Senior Engineer,9999-01-01,1993-10-27,52414
109729,Sorina,DiGiano,Senior Engineer,9999-01-01,1993-10-27,52488
224044,Ingemar,Mitchem,Senior Engineer,9999-01-01,1993-10-27,47874
233030,Abdulah,Businaro,Senior Staff,9999-01-01,1993-10-27,53542
77460,Kiam,Usdin,Senior Engineer,9999-01-01,1993-10-27,40000
204330,Danco,Stanfel,Senior Engineer,9999-01-01,1993-10-27,40000
69807,Olivera,Emmerich,Senior Staff,9999-01-01,1993-10-26,49668
434080,Tru,Pettis,Technique Leader,9999-01-01,1993-10-26,45095
30589,Chirstian,Reistad,Senior Engineer,9999-01-01,1993-10-26,49982
403471,Foong,Sudbeck,Senior Staff,9999-01-01,1993-10-26,71600
414054,Yongdong,Suppi,Senior Engineer,9999-01-01,1993-10-26,40039
214033,Genevieve,Junet,Senior Staff,9999-01-01,1993-10-26,40000
415555,Yuchang,Bala,Senior Engineer,9999-01-01,1993-10-26,41810
297328,Irene,Serov,Engineer,9999-01-01,1993-10-26,55919
483677,Mario,Impagliazzo,Senior Engineer,9999-01-01,1993-10-26,45075
416446,Berna,Antonakopoulos,Engineer,1998-10-25,1993-10-25,44541
480789,Masami,Mahmud,Staff,9999-01-01,1993-10-25,64047
28143,Adin,Teitelbaum,Senior Staff,9999-01-01,1993-10-25,50403
473757,Xuejia,Bamford,Senior Staff,9999-01-01,1993-10-25,65191
294223,Pantung,Albarhamtoshy,Senior Staff,9999-01-01,1993-10-25,74184
215656,Shawna,Sankaranarayanan,Senior Staff,9999-01-01,1993-10-25,40000
222690,Takahiro,Boreale,Senior Engineer,9999-01-01,1993-10-25,40000
226309,Youngkon,Portugali,Engineer,2001-10-25,1993-10-25,66316
98399,Satosi,Wendorf,Senior Engineer,9999-01-01,1993-10-24,40000
224853,Djelloul,Randi,Senior Engineer,9999-01-01,1993-10-24,52325
61264,Shuzo,Sethi,Senior Staff,9999-01-01,1993-10-24,79270
269730,Jordanka,Ranft,Senior Engineer,9999-01-01,1993-10-24,40864
407766,Yoshinari,Schmittgen,Senior Staff,9999-01-01,1993-10-24,67315
204977,Martina,Perl,Staff,9999-01-01,1993-10-24,76248
240141,Hisao,Emmart,Senior Engineer,9999-01-01,1993-10-24,73338
266959,Valery,Thiran,Technique Leader,9999-01-01,1993-10-24,52974
43040,Ulises,Nittel,Staff,1998-10-24,1993-10-24,69716
292353,Jingling,Dehkordi,Senior Engineer,9999-01-01,1993-10-24,40000
11031,Ottavia,Walstra,Senior Staff,9999-01-01,1993-10-24,71654
24534,Berni,Morton,Senior Engineer,9999-01-01,1993-10-23,40000
81503,Kolar,Rabejac,Senior Engineer,9999-01-01,1993-10-23,61837
285659,Mabhin,Lorys,Senior Staff,9999-01-01,1993-10-23,69663
462049,Sachar,Antonisse,Senior Staff,9999-01-01,1993-10-23,60552
58458,Turgut,Koshiba,Senior Staff,9999-01-01,1993-10-23,47278
271703,Debatosh,Flowers,Senior Staff,9999-01-01,1993-10-23,99281
273935,Heng,Gils,Engineer,1998-10-22,1993-10-22,40000
103219,Guenter,Muchinsky,Senior Engineer,9999-01-01,1993-10-22,69296
245561,Peternela,Bottner,Senior Staff,9999-01-01,1993-10-22,51993
11769,Chandrasekaran,Lampe,Staff,2001-10-22,1993-10-22,40000
13134,Lorien,Chepyzhov,Senior Engineer,9999-01-01,1993-10-22,51227
86445,Chaoyi,Wynblatt,Senior Staff,9999-01-01,1993-10-22,53855
451088,Constantine,Vuskovic,Senior Engineer,9999-01-01,1993-10-22,49591
451278,Ebru,Rosca,Assistant Engineer,1999-10-21,1993-10-21,40000
444061,Gal,Merks,Staff,2000-10-21,1993-10-21,59478
262035,Clyde,Streng,Senior Engineer,9999-01-01,1993-10-21,40000
228973,Cheong,Nations,Engineer,2001-10-21,1993-10-21,52159
450683,Kayoko,Genther,Senior Staff,9999-01-01,1993-10-21,63293
431917,Martijn,Gire,Senior Engineer,9999-01-01,1993-10-21,46831
466051,Keiichiro,Giaccio,Senior Staff,9999-01-01,1993-10-21,64534
473579,Srinidhi,Champarnaud,Senior Staff,9999-01-01,1993-10-21,41051
226796,Aksel,Baar,Senior Engineer,9999-01-01,1993-10-21,58510
208212,Bangqing,Lagarias,Senior Staff,9999-01-01,1993-10-21,61687
78436,Arne,Schaap,Engineer,1998-10-21,1993-10-21,51421
30000,Matt,Avouris,Senior Engineer,9999-01-01,1993-10-21,58543
484777,Chriss,Hettesheimer,Senior Staff,9999-01-01,1993-10-21,70018
278900,Xiaoshan,Grospietsch,Senior Engineer,9999-01-01,1993-10-21,40000
109111,Dietrich,Veevers,Senior Engineer,9999-01-01,1993-10-20,49338
424367,Kokou,Passino,Assistant Engineer,2000-10-20,1993-10-20,56043
290001,Tua,Maierhofer,Senior Staff,9999-01-01,1993-10-20,43735
50048,Indrajit,Lindqvist,Staff,1998-10-20,1993-10-20,43392
482480,Herbert,Birjandi,Senior Staff,9999-01-01,1993-10-20,60053
448309,Yahiko,Socorro,Senior Engineer,9999-01-01,1993-10-20,40000
69506,Marke,Cappelletti,Senior Engineer,9999-01-01,1993-10-20,41165
485151,Feipei,Camarinopoulos,Senior Staff,9999-01-01,1993-10-20,49035
235404,Chinho,Stentiford,Senior Engineer,9999-01-01,1993-10-19,68426
475920,Bogdan,Matzke,Staff,2000-10-19,1993-10-19,64992
260344,Sugwoo,Marchesini,Senior Engineer,9999-01-01,1993-10-19,40000
43878,Karoline,Furedi,Senior Engineer,9999-01-01,1993-10-19,40000
448775,Arnould,Buescher,Senior Engineer,9999-01-01,1993-10-19,40000
30537,Bluma,Gini,Senior Engineer,9999-01-01,1993-10-19,40000
59123,Margareta,Magalhaes,Senior Staff,9999-01-01,1993-10-19,79438
253571,Tomokazu,Deverell,Assistant Engineer,2000-10-18,1993-10-18,43662
281981,Youssef,Ishibashi,Senior Staff,9999-01-01,1993-10-18,67377
36930,Sadegh,Vasanthakumar,Senior Engineer,9999-01-01,1993-10-18,40000
415783,Menkae,Puppe,Senior Engineer,9999-01-01,1993-10-18,46965
412912,Dmitry,Rousseau,Assistant Engineer,1998-10-18,1993-10-18,40000
218414,Shay,Basagni,Senior Engineer,9999-01-01,1993-10-18,40000
400232,Mori,Merle,Senior Engineer,9999-01-01,1993-10-18,40123
209915,Lillian,Pashtan,Senior Engineer,9999-01-01,1993-10-17,48608
482317,Bernice,Engelmann,Senior Staff,9999-01-01,1993-10-17,40000
287512,Guadalupe,Bashian,Senior Engineer,9999-01-01,1993-10-17,40000
70787,Reinhard,Masaki,Senior Staff,9999-01-01,1993-10-17,51605
443184,Fai,Rusterholz,Engineer,2000-10-17,1993-10-17,40000
17125,Akhilish,Zweizig,Engineer,2001-10-17,1993-10-17,40000
101276,Shirish,Leonhardt,Senior Engineer,9999-01-01,1993-10-17,62370
285782,Jaideep,Bultermann,Engineer,9999-01-01,1993-10-17,40000
59230,Oscar,Krichel,Senior Staff,9999-01-01,1993-10-17,43148
456556,Gay,Ghemri,Staff,1998-10-17,1993-10-17,57255
425809,Piyawadee,Luan,Senior Engineer,9999-01-01,1993-10-17,40000
492508,Uno,Eastman,Senior Staff,9999-01-01,1993-10-17,51643
208956,Kwok,Plump,Senior Staff,9999-01-01,1993-10-17,50842
454541,Gill,Valtorta,Staff,2001-10-17,1993-10-17,42233
433938,Venkatesan,Azadmanesh,Senior Staff,9999-01-01,1993-10-17,63989
71127,Annemarie,Belinskaya,Staff,9999-01-01,1993-10-16,43847
205295,Kristinn,Jonsson,Senior Engineer,9999-01-01,1993-10-16,40000
241030,Khun,Siochi,Staff,9999-01-01,1993-10-16,40682
412516,Lenore,Alameldin,Engineer,1999-10-16,1993-10-16,56496
233147,Yishai,Teitelbaum,Engineer,1998-10-16,1993-10-16,44153
289727,Cheong,Seuren,Senior Engineer,9999-01-01,1993-10-16,40000
453985,Kenton,Merle,Engineer,1999-10-16,1993-10-16,42876
76265,Doowon,Stavenow,Engineer,1999-10-16,1993-10-16,48981
272109,Kellyn,Famili,Staff,2000-10-16,1993-10-16,54351
492875,Sasan,Milicia,Senior Engineer,9999-01-01,1993-10-16,40000
482165,Tonny,Makrucki,Senior Staff,9999-01-01,1993-10-16,40000
240857,Karsten,Krzyzanowski,Senior Engineer,9999-01-01,1993-10-16,49113
271307,Shaowei,Pietrzykowski,Senior Staff,9999-01-01,1993-10-16,53061
77980,Yongmin,Sidje,Senior Staff,9999-01-01,1993-10-16,70657
18443,Florina,Swick,Senior Staff,9999-01-01,1993-10-15,69107
17798,Guangming,Suessmith,Senior Staff,9999-01-01,1993-10-15,83096
228929,Pascal,Borovoy,Senior Engineer,9999-01-01,1993-10-15,40000
90009,Denny,Ozeki,Assistant Engineer,2001-10-15,1993-10-15,50992
235601,Fun,Angel,Senior Engineer,9999-01-01,1993-10-15,40000
108770,Ugo,Onuegbe,Senior Engineer,9999-01-01,1993-10-15,46874
262557,Rosalie,Barriga,Senior Staff,9999-01-01,1993-10-15,54613
25003,Dietrich,Benzmuller,Staff,9999-01-01,1993-10-15,85160
71478,Margo,Schahn,Staff,2001-10-15,1993-10-15,63822
205810,Lenore,Chiola,Staff,1998-10-15,1993-10-15,40000
466103,Phule,Homond,Senior Engineer,9999-01-01,1993-10-15,54570
477514,Angel,Reistad,Senior Engineer,9999-01-01,1993-10-15,40000
277937,Subir,Biros,Engineer,2001-10-15,1993-10-15,40000
40106,Zdislav,Mukaidono,Senior Staff,9999-01-01,1993-10-14,48937
437632,Zvonko,Gyorkos,Engineer,9999-01-01,1993-10-14,40000
450985,Florian,Langford,Senior Engineer,9999-01-01,1993-10-14,69989
403469,Moon,Poehlman,Senior Staff,9999-01-01,1993-10-14,85406
429417,Morris,Valette,Senior Engineer,9999-01-01,1993-10-14,50278
491077,Tua,Ranze,Senior Engineer,9999-01-01,1993-10-14,52473
458615,Paraskevi,Aingworth,Engineer,9999-01-01,1993-10-14,40000
74202,Aamer,Schneeberger,Senior Engineer,9999-01-01,1993-10-14,48172
207676,Yuqun,Casley,Engineer,1999-10-14,1993-10-14,40000
108503,Krisda,Badr,Senior Engineer,9999-01-01,1993-10-14,65149
265489,Mitchel,Koprowski,Senior Engineer,9999-01-01,1993-10-14,42107
32053,Arunachalam,Tiemann,Engineer,2001-10-13,1993-10-13,40000
92117,Djelloul,Hammerschmidt,Engineer,2001-10-13,1993-10-13,40239
92977,Alair,Naumovich,Senior Staff,9999-01-01,1993-10-13,67607
11871,Nalini,Sommen,Engineer,1998-10-13,1993-10-13,67424
23643,Mariangiola,Ozeri,Senior Staff,9999-01-01,1993-10-13,43055
290510,Oksana,Barbanera,Staff,1999-10-13,1993-10-13,54292
258168,Junsik,Pews,Senior Engineer,9999-01-01,1993-10-13,43727
11100,Berna,Cochrane,Senior Staff,9999-01-01,1993-10-13,40000
43756,Minghong,Himler,Senior Staff,9999-01-01,1993-10-13,66947
47606,Howell,Versino,Engineer,2001-10-13,1993-10-13,42459
42591,Lakshmi,Eppinger,Engineer,2001-10-13,1993-10-13,51629
267485,Valery,Tsunoo,Technique Leader,9999-01-01,1993-10-13,40000
54473,Aiman,Benaini,Senior Staff,9999-01-01,1993-10-13,40000
450047,Yonghong,Porenta,Senior Engineer,9999-01-01,1993-10-13,40000
202893,Hairong,Cappelli,Senior Engineer,9999-01-01,1993-10-12,40154
24110,Lucien,Baar,Senior Staff,9999-01-01,1993-10-12,65941
400555,Percy,Baer,Senior Engineer,9999-01-01,1993-10-12,40000
296371,Randy,Strehl,Senior Staff,9999-01-01,1993-10-12,40000
251921,Fusako,Mellouli,Senior Engineer,9999-01-01,1993-10-12,55264
453466,Tonny,Stellhorn,Senior Engineer,9999-01-01,1993-10-12,43926
252194,Uri,Perez,Senior Staff,9999-01-01,1993-10-12,42975
288598,Gregory,Range,Senior Staff,9999-01-01,1993-10-12,44978
484561,Feiyu,Bridgland,Senior Staff,9999-01-01,1993-10-12,79318
412737,Pantung,Beilner,Senior Staff,9999-01-01,1993-10-12,60084
109867,Conor,Merle,Senior Engineer,9999-01-01,1993-10-12,40000
22935,Toshimo,Foong,Engineer,2001-10-11,1993-10-11,40000
438528,Bernt,Lowrie,Engineer,9999-01-01,1993-10-11,62157
263366,Ewing,Bolotov,Senior Engineer,9999-01-01,1993-10-11,64261
284278,Katsuyuki,Leppanen,Senior Staff,9999-01-01,1993-10-11,46725
492425,Masamitsu,Kopetz,Engineer,1998-10-11,1993-10-11,40000
266024,Shooichi,Nergos,Senior Engineer,9999-01-01,1993-10-11,65492
32564,Hatem,Miake,Senior Staff,9999-01-01,1993-10-11,40000
47928,Zhensheng,Zweizig,Senior Engineer,9999-01-01,1993-10-11,47249
76843,Dmitri,Bhattacharjee,Senior Engineer,9999-01-01,1993-10-10,40000
266866,Shounak,Lakshmanan,Senior Engineer,9999-01-01,1993-10-10,43013
211009,Unal,Barriga,Senior Staff,9999-01-01,1993-10-10,70089
214960,Yolla,Koblick,Senior Staff,9999-01-01,1993-10-10,52879
498362,Pintsang,Benzmuller,Senior Staff,9999-01-01,1993-10-10,40000
435812,Kazuhisa,Rosca,Senior Engineer,9999-01-01,1993-10-10,58864
13238,Ebru,Foote,Staff,1998-10-10,1993-10-10,40000
42998,Fei,Boyle,Senior Engineer,9999-01-01,1993-10-10,40000
99788,Adly,Orsini,Senior Engineer,9999-01-01,1993-10-10,40000
52698,Magdalena,Mersereau,Senior Engineer,9999-01-01,1993-10-10,42017
435311,Qunsheng,Hartvigsen,Senior Staff,9999-01-01,1993-10-10,40000
467943,Marko,Krychniak,Senior Engineer,9999-01-01,1993-10-10,40000
17048,Christoph,Murthy,Senior Engineer,9999-01-01,1993-10-09,46913
71603,Susanta,Hanratty,Senior Staff,9999-01-01,1993-10-09,40000
465872,Maria,Litzler,Senior Engineer,9999-01-01,1993-10-09,40000
77974,Fei,Shihab,Senior Engineer,9999-01-01,1993-10-09,63329
237971,Seongbin,Steenbeek,Engineer,2001-10-09,1993-10-09,45975
441985,Xumin,Velardi,Technique Leader,9999-01-01,1993-10-09,57268
264663,Martial,Stenning,Engineer,2000-10-09,1993-10-09,46060
31796,Leen,Vakili,Senior Engineer,9999-01-01,1993-10-09,58553
224142,Zhiguo,McClure,Senior Engineer,9999-01-01,1993-10-08,49448
241399,Zhaofang,Przulj,Senior Staff,9999-01-01,1993-10-08,43798
472303,Kiam,Schmiedel,Staff,1998-10-08,1993-10-08,40000
460216,Cullen,Warwick,Senior Staff,9999-01-01,1993-10-08,40000
284752,Aemilian,Schaad,Senior Staff,9999-01-01,1993-10-08,47290
72836,Sadun,Baez,Senior Staff,9999-01-01,1993-10-08,47344
26892,Brigham,Luan,Engineer,2000-10-08,1993-10-08,41272
485000,Conor,Quaggetto,Senior Staff,9999-01-01,1993-10-08,64730
271451,Bluma,Leijenhorst,Senior Staff,9999-01-01,1993-10-08,86718
97428,Rildo,Sankaranarayanan,Senior Engineer,9999-01-01,1993-10-08,68337
424786,Martins,Rosiles,Senior Staff,9999-01-01,1993-10-08,46212
57234,Junsik,Veldwijk,Senior Staff,9999-01-01,1993-10-08,72060
275288,Sadegh,Sommen,Senior Staff,9999-01-01,1993-10-08,60653
440291,Masasuke,Fujisaki,Engineer,1999-10-08,1993-10-08,42703
457248,Anyuan,Camurati,Senior Staff,9999-01-01,1993-10-08,78732
227423,Arunas,Baby,Senior Engineer,9999-01-01,1993-10-08,40000
449171,Divier,Luiz,Senior Staff,9999-01-01,1993-10-08,47975
226808,Giordano,Marchegay,Senior Engineer,9999-01-01,1993-10-08,45104
478552,Teruyuki,Welham,Senior Engineer,9999-01-01,1993-10-07,63835
498287,Oscar,Pettis,Staff,1999-10-07,1993-10-07,76629
486168,Suvo,Roison,Staff,9999-01-01,1993-10-07,58457
17103,Takahiro,Feldmann,Senior Engineer,9999-01-01,1993-10-07,48187
33799,Kellie,Doering,Senior Staff,9999-01-01,1993-10-07,40000
63128,Zhensheng,Gulak,Staff,1998-10-07,1993-10-07,59072
51219,Niclas,Ernst,Senior Engineer,9999-01-01,1993-10-07,49267
489405,Sarita,Heuter,Staff,9999-01-01,1993-10-07,65895
433488,Wayne,Antonisse,Senior Staff,9999-01-01,1993-10-07,67143
446670,Alejandro,Gerteisen,Senior Staff,9999-01-01,1993-10-07,60665
270732,Ghassan,Itzigehl,Staff,9999-01-01,1993-10-07,40000
298009,Niranjan,Schauser,Senior Staff,9999-01-01,1993-10-07,78781
427554,Froduald,Francisci,Senior Staff,9999-01-01,1993-10-07,40000
62129,Hongzue,Schmittgen,Senior Engineer,9999-01-01,1993-10-07,58096
480369,Bluma,Desikan,Senior Staff,9999-01-01,1993-10-07,40000
268864,Suzette,Vecchi,Senior Engineer,9999-01-01,1993-10-07,40000
80092,Yucel,Wilharm,Engineer,1998-10-07,1993-10-07,76550
88866,Munehiro,Babb,Senior Staff,9999-01-01,1993-10-07,47424
96224,Manu,Panienski,Senior Staff,9999-01-01,1993-10-06,40000
281074,Kendra,Xiaoshan,Senior Engineer,9999-01-01,1993-10-06,40000
86060,Arvind,Luce,Senior Staff,9999-01-01,1993-10-06,40000
418974,Dung,Sethi,Engineer,1999-10-06,1993-10-06,48438
286347,Maya,Reistad,Senior Engineer,9999-01-01,1993-10-06,65670
464437,Steve,Kamble,Senior Engineer,9999-01-01,1993-10-06,40000
88548,Baruch,Heijenga,Senior Engineer,9999-01-01,1993-10-06,54011
234962,Greger,Fujisaki,Technique Leader,9999-01-01,1993-10-06,49911
68110,Ewing,Erni,Engineer,9999-01-01,1993-10-05,40000
56663,Eben,Takanami,Senior Engineer,9999-01-01,1993-10-05,40000
67929,Richard,Iisaka,Senior Engineer,9999-01-01,1993-10-05,40000
20075,Mikhail,Oberman,Senior Engineer,9999-01-01,1993-10-05,43803
480317,Suebskul,Passafiume,Senior Staff,9999-01-01,1993-10-05,40000
267220,Kwan,Sluis,Senior Engineer,9999-01-01,1993-10-05,47919
65834,Vidya,Marletta,Staff,9999-01-01,1993-10-05,40000
32481,Dipankar,Nanard,Staff,1998-10-05,1993-10-05,40000
78152,Zhongwei,Spelt,Staff,2001-10-05,1993-10-05,72750
271962,Stamatina,Ranft,Senior Staff,9999-01-01,1993-10-05,40000
103898,Saeed,Rosin,Senior Staff,9999-01-01,1993-10-04,89803
264592,Margo,Pero,Engineer,2001-10-04,1993-10-04,40000
247968,Pintsang,Zweizig,Senior Staff,9999-01-01,1993-10-04,61772
77650,Idoia,Bennis,Senior Engineer,9999-01-01,1993-10-04,53035
423938,Sham,Fritzsche,Senior Staff,9999-01-01,1993-10-04,40000
237894,Jiang,Dalton,Staff,9999-01-01,1993-10-04,78749
85621,Steen,Peha,Senior Staff,9999-01-01,1993-10-04,81080
109747,Tadahiko,Rullman,Senior Staff,9999-01-01,1993-10-04,61675
413410,Yongmao,Matzen,Engineer,2000-10-04,1993-10-04,40000
93539,Stevo,Heystek,Senior Staff,9999-01-01,1993-10-04,73867
266500,Hidekazu,Brickell,Staff,9999-01-01,1993-10-03,81812
484522,Denis,Paciorek,Senior Staff,9999-01-01,1993-10-03,101237
23026,Junichi,Lortz,Assistant Engineer,2001-10-03,1993-10-03,52693
296882,Vugranam,Armand,Senior Engineer,9999-01-01,1993-10-03,47675
247677,Weidon,Kavvadias,Senior Staff,9999-01-01,1993-10-03,44528
202521,Sanjai,Vickson,Engineer,2001-10-03,1993-10-03,40000
219116,Jinxi,Sgarro,Senior Staff,9999-01-01,1993-10-03,69429
26043,Ortrun,Zielinski,Staff,2001-10-03,1993-10-03,40000
81035,Hsiangchu,Boreale,Senior Staff,9999-01-01,1993-10-03,42922
